data,split,arquivo,categoria,motivo,referencia,distancia
2026-08-18T11:39:06,val,Acne__aug_159_acne-face-1-45__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_161_acne-cystic-15.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_161_pigmentation_0_3069.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_162_GettyImages-902372188_thumb.jpg,acne,imagem_aumentada,Acne__GettyImages-902372188_thumb.jpg,
2026-08-18T11:39:06,val,Acne__aug_163_acne-pustular-48.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_170_acne-open-comedo-34.jpg,acne,imagem_aumentada,Acne__acne-open-comedo-34.jpg,
2026-08-18T11:39:06,val,Acne__aug_172_acne-face-2-17__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_174_32.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_174_acne-face-1-41__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDMxXQ.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_175_R (28).jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_175_acne-face-58__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_178_acne-open-comedo-1.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_179_acne-excoriated-3.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_180_uaxnc5tsay351.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_182_acne-pustular-38.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_184_acne-face-1-22__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_187_42.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_18_pigmentation_0_1732.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_1732.jpeg,
2026-08-18T11:39:06,val,Acne__aug_18_pigmentation_0_6257.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_191_IMG_5739.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_196_acne-cystic-86.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_197_How-I-Cleared-My-Acne.png,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_198_acne-face-24-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_199_acne-open-comedo-61.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_19_pigmentation_0_3648.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_1_acne-cystic-113.jpg,acne,imagem_aumentada,Acne__acne-cystic-113.jpg,
2026-08-18T11:39:06,val,Acne__aug_201_acne-pustular-72.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_205_acne-cystic-142.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_206_aug_11_acne-cystic-33.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_207_37.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_208_acne-open-comedo-62.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_209_acne-face-2-9__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_20_acne-cystic-40.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_210_acne-cystic-151.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_214_acne-cystic-15.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_215_acne-open-comedo-24.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_217_pigmentation_0_1968.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_219_acne-pustular-64.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_222_acne-open-comedo-39.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_224_32.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_229_acne-face-43__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_22_pigmentation_0_6744.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_6744.jpeg,
2026-08-18T11:39:06,val,Acne__aug_230_acne-excoriated-6.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_231_acne-closed-comedo-23.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_233_acne-closed-comedo-18.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_235_acne-cystic-29.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_239_acne-cystic-107.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_239_acne-open-comedo-34.jpg,acne,imagem_aumentada,Acne__acne-open-comedo-34.jpg,
2026-08-18T11:39:06,val,Acne__aug_244_acne-cystic-127.jpg,acne,imagem_aumentada,Acne__acne-cystic-127.jpg,
2026-08-18T11:39:06,val,Acne__aug_244_acne-face-1-13__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_248_pigmentation_0_2235.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_253_IMG_3554.JPG.f4bf444684be38571736983531eaafdf.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_254_acne-face-48__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-48__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,val,Acne__aug_255_c96v1mk9aeq31.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_25_GettyImages-552992761_header-1024x575.png,acne,imagem_aumentada,Acne__GettyImages-552992761_header-1024x575.png,
2026-08-18T11:39:06,val,Acne__aug_266_pigmentation_0_6744.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_6744.jpeg,
2026-08-18T11:39:06,val,Acne__aug_268_acne-face-6-5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDVd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_268_acne-open-comedo-70.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_271_acne-open-comedo-20.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_277_acne-cystic-89.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_27_Acne_rosacea_051 - Copy.jpeg,acne,imagem_aumentada,Acne__Acne_rosacea_051 - Copy.jpeg,
2026-08-18T11:39:06,val,Acne__aug_27_acne-face-2-36__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-2-36__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,val,Acne__aug_281_pigmentation_0_2000.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_283_pigmentation_0_7184.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_286_acne-face-1-49__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_28_acne-closed-comedo-19.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_28_acnemi01b580b8_1414229-860x573.jpg,acne,imagem_aumentada,Acne__acnemi01b580b8_1414229-860x573.jpg,
2026-08-18T11:39:06,val,Acne__aug_295_acne-open-comedo-41.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_297_acne-cystic-13.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_297_acne-face-1-17__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-face-1-17__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,val,Acne__aug_29_face with acne.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_2_acne-pustular-29.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_300_37.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_304_acne-open-comedo-60.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_307_aug_11_perioral-dermatitis-29.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_311_acne-face-5-8__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_312_acne-205-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,Acne__acne-205-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,
2026-08-18T11:39:06,val,Acne__aug_313_acne-excoriated-15.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_316_gallery_205163_12842_79008.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_317_acne-open-comedo-45.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_31_IMG_5771.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_322_acne-face-5-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_325_acne-closed-comedo-13.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_344_IMG_3994.JPG.193268bd978993fbad84e920569ea5ed.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_349_acne-face-8-3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_34_acne-comedones-57-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE3XQ.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_35_acne-cystic-113.jpg,acne,imagem_aumentada,Acne__acne-cystic-113.jpg,
2026-08-18T11:39:06,val,Acne__aug_38_R (19).jpg,acne,imagem_aumentada,Acne__R (19).jpg,
2026-08-18T11:39:06,val,Acne__aug_39_143__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_3_pigmentation_0_3481.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_43_acne-face-4-14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_44_pigmentation_0_4543.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_4543.jpeg,
2026-08-18T11:39:06,val,Acne__aug_47_acne-cystic-19.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_47_pigmentation_0_789.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_49_MDRUMF_Authentically_Spotty-1-1068x1431.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_4_acne-cystic-13.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_4_article-2060572-0EC482B900000578-464_1024x615_large.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_51_OIP (31).jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_52_acne-excoriated-5.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_54_IMG_5743.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_54_acne-open-comedo-45.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_57_acne-pustular-7.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_57_img_4942.png,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_58_acne-face-18-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_59_acne-cystic-106.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_59_before-after-acne-treatment.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_61_acne-cystic-18.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_64_pigmentation_0_789.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_68_post-370921-0-39350300-1389608977.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_69_OIP (31).jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_69_cystic.acne_G_694069050.jpg,acne,imagem_aumentada,Acne__cystic.acne_G_694069050.jpg,
2026-08-18T11:39:06,val,Acne__aug_72_IMG_5732.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_72_acne-open-comedo-13.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_72_pigmentation_0_302.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_73_acne-face-1-52__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_73_acne-open-comedo-36.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_76_acne-cystic-18.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_78_acne-face-75__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_78_acne-open-comedo-21.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_81_8.jpg,acne,imagem_aumentada,Acne__8.jpg,
2026-08-18T11:39:06,val,Acne__aug_81_acne-open-comedo-51.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_83_pigmentation_0_1906.jpeg,acne,imagem_aumentada,Acne__pigmentation_0_1906.jpeg,
2026-08-18T11:39:06,val,Acne__aug_83_pigmentation_0_3248.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_86_OIP.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_87_acne-excoriated-18.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_89_IMG_5752.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_90_179__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_91_pigmentation_0_2567.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_94_acne-closed-comedo-8.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_94_acne-cystic-9.jpg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Acne__aug_98_acne-face-3-13__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,acne,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_0_aug_571_eczema-hand-143.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_0_chapped-fissured-feet-8.jpg,eczema,imagem_aumentada,Eczema__chapped-fissured-feet-8.jpg,
2026-08-18T11:39:06,val,Eczema__aug_1021_eczema-hand-169.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1030_eczema-hand-12.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_103_aug_843_eczema-fingertips-38.jpg,eczema,imagem_aumentada,Eczema__aug_843_eczema-fingertips-38.jpg,
2026-08-18T11:39:06,val,Eczema__aug_1048_eczema-nummular-201.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1078_eczema-hand-190.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_108_eczema-asteatotic-31.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1090_lichen-simplex-chronicus-126.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_109_eczema-nummular-194.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1102_eczema-nummular-174.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1110_lichen-simplex-chronicus-167.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1127_pompholyx-14.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1132_desquamation-5.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1140_eczema-fingertips-73.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1152_eczema-fingertips-133.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1154_eczema-chronic-5.jpg,eczema,imagem_aumentada,Eczema__eczema-chronic-5.jpg,
2026-08-18T11:39:06,val,Eczema__aug_1156_eczema-hyperkeratotic-2.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1185_eczema-chronic-52.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1190_eczema-lids-12.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1191_Dyshidrosis-47.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_11_aug_167_eczema-chronic-3.jpg,eczema,imagem_aumentada,Eczema__aug_167_eczema-chronic-3.jpg,
2026-08-18T11:39:06,val,Eczema__aug_11_aug_825_eczema-face-9.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_11_eczema-foot-30.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_120_eczema-fingertips-54.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1215_eczema-fingertips-91.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1219_eczema-subacute-103.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_123_aug_1219_eczema-subacute-103.jpg,eczema,imagem_aumentada,Eczema__aug_1219_eczema-subacute-103.jpg,
2026-08-18T11:39:06,val,Eczema__aug_1241_eczema-face-8.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_125_eczema-hand-133.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_125_lichen-simplex-chronicus-91.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_126_aug_742_eczema-acute-14.jpg,eczema,imagem_aumentada,Eczema__aug_742_eczema-acute-14.jpg,
2026-08-18T11:39:06,val,Eczema__aug_129_eczema-nummular-180.jpeg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1305_eczema-subacute-102.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1309_keratolysis-exfoliativa-4.jpg,eczema,imagem_aumentada,Eczema__keratolysis-exfoliativa-4.jpg,
2026-08-18T11:39:06,val,Eczema__aug_133_Screenshot 2025-11-16 202224.png,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_135_Screenshot 2025-11-16 202819.png,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_135_eczema-fingertips-117.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_137_eczema-trunk-generalized-5.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_139_Screenshot 2025-11-16 204437.png,eczema,imagem_aumentada,Eczema__Screenshot 2025-11-16 204437.png,
2026-08-18T11:39:06,val,Eczema__aug_13_eczema-ears-4.jpeg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_1400_stasis-dermatitis-103.jpg,eczema,imagem_aumentada,Eczema__stasis-dermatitis-103.jpg,
2026-08-18T11:39:06,val,Eczema__aug_1404_stasis-dermatitis-83.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_140_Screenshot 2025-11-16 195046.png,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_143_eczema-subacute-93.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_148_eczema-nummular-138.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_148_lichen-simplex-chronicus-165.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_14_Screenshot 2025-11-16 194820.png,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_153_Dyshidrosis-59.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_153_eczema-fingertips-107.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_154_eczema-nummular-128.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_156_eczema-nummular-104.jpg,eczema,imagem_aumentada,,
2026-08-18T11:39:06,val,Eczema__aug_15_aug_645_eczema-hand-192.jpg,eczema,imagem_aumentada,,
